local_path,obs_key,size,status,message
E:\PythonProject\obs_sync_check\.git\objects\f7\80bb29aa8824043e8aa6dceab6ebf91d4324d5,test_0312/.git/objects/f7/80bb29aa8824043e8aa6dceab6ebf91d4324d5,2670,SUCCESS,
E:\PythonProject\obs_sync_check\.git\logs\refs\heads\dev,test_0312/.git/logs/refs/heads/dev,1561,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\recompiler.py,test_0312/.venv/Lib/site-packages/cffi/recompiler.py,65509,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\cli.py,test_0312/.venv/Lib/site-packages/chardet/cli.py,2753,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\fd\75785a28247147992a6529f3095768141ffaac,test_0312/.git/objects/fd/75785a28247147992a6529f3095768141ffaac,553,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\model.py,test_0312/.venv/Lib/site-packages/cffi/model.py,21797,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\cparser.py,test_0312/.venv/Lib/site-packages/cffi/cparser.py,44790,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi-2.0.0.dist-info\entry_points.txt,test_0312/.venv/Lib/site-packages/cffi-2.0.0.dist-info/entry_points.txt,75,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\parse_c_type.h,test_0312/.venv/Lib/site-packages/cffi/parse_c_type.h,5976,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\__init__.py,test_0312/.venv/Lib/site-packages/cffi/__init__.py,511,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\vengine_gen.py,test_0312/.venv/Lib/site-packages/cffi/vengine_gen.py,26939,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet-7.1.0.dist-info\METADATA,test_0312/.venv/Lib/site-packages/chardet-7.1.0.dist-info/METADATA,7001,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\vengine_cpy.py,test_0312/.venv/Lib/site-packages/cffi/vengine_cpy.py,43881,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi-2.0.0.dist-info\top_level.txt,test_0312/.venv/Lib/site-packages/cffi-2.0.0.dist-info/top_level.txt,19,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\_cffi_include.h,test_0312/.venv/Lib/site-packages/cffi/_cffi_include.h,15055,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\legacy.py,test_0312/.venv/Lib/site-packages/charset_normalizer/legacy.py,2740,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi-2.0.0.dist-info\METADATA,test_0312/.venv/Lib/site-packages/cffi-2.0.0.dist-info/METADATA,2627,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\equivalences.py,test_0312/.venv/Lib/site-packages/chardet/equivalences.py,13897,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\registry.py,test_0312/.venv/Lib/site-packages/chardet/registry.py,20927,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\universaldetector.py,test_0312/.venv/Lib/site-packages/chardet/universaldetector.py,743,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\_utils.py,test_0312/.venv/Lib/site-packages/chardet/_utils.py,1581,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet-7.1.0.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/chardet-7.1.0.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\9f\c5f76b8ca34f37e96a3161cae22f2ae8f82423,test_0312/.git/objects/9f/c5f76b8ca34f37e96a3161cae22f2ae8f82423,460402,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet-7.1.0.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/chardet-7.1.0.dist-info/WHEEL,97,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\cd.py,test_0312/.venv/Lib/site-packages/charset_normalizer/cd.py,15628,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\models.py,test_0312/.venv/Lib/site-packages/charset_normalizer/models.py,12719,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer-3.4.6.dist-info\entry_points.txt,test_0312/.venv/Lib/site-packages/charset_normalizer-3.4.6.dist-info/entry_points.txt,65,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\__init__.py,test_0312/.venv/Lib/site-packages/charset_normalizer/__init__.py,1638,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\utils.py,test_0312/.venv/Lib/site-packages/charset_normalizer/utils.py,12704,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\md.py,test_0312/.venv/Lib/site-packages/charset_normalizer/md.py,31377,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\cd.cp313-win_amd64.pyd,test_0312/.venv/Lib/site-packages/charset_normalizer/cd.cp313-win_amd64.pyd,10752,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\py.typed,test_0312/.venv/Lib/site-packages/charset_normalizer/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\api.py,test_0312/.venv/Lib/site-packages/charset_normalizer/api.py,38934,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama\ansitowin32.py,test_0312/.venv/Lib/site-packages/colorama/ansitowin32.py,11128,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\_cffi_backend.cp313-win_amd64.pyd,test_0312/.venv/Lib/site-packages/_cffi_backend.cp313-win_amd64.pyd,180224,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\_version.py,test_0312/.venv/Lib/site-packages/chardet/_version.py,738,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\verifier.py,test_0312/.venv/Lib/site-packages/cffi/verifier.py,11182,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi-2.0.0.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/cffi-2.0.0.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama\ansi.py,test_0312/.venv/Lib/site-packages/colorama/ansi.py,2522,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama-0.4.6.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/colorama-0.4.6.dist-info/WHEEL,105,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer-3.4.6.dist-info\top_level.txt,test_0312/.venv/Lib/site-packages/charset_normalizer-3.4.6.dist-info/top_level.txt,47,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\db\977b7bac0772f833549b5ffc13b71e8e33edd0,test_0312/.git/objects/db/977b7bac0772f833549b5ffc13b71e8e33edd0,1525,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama-0.4.6.dist-info\REQUESTED,test_0312/.venv/Lib/site-packages/colorama-0.4.6.dist-info/REQUESTED,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama-0.4.6.dist-info\RECORD,test_0312/.venv/Lib/site-packages/colorama-0.4.6.dist-info/RECORD,2263,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod\_crcfunpy.py,test_0312/.venv/Lib/site-packages/crcmod/_crcfunpy.py,3702,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama-0.4.6.dist-info\METADATA,test_0312/.venv/Lib/site-packages/colorama-0.4.6.dist-info/METADATA,17158,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod\predefined.py,test_0312/.venv/Lib/site-packages/crcmod/predefined.py,9606,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama\winterm.py,test_0312/.venv/Lib/site-packages/colorama/winterm.py,7134,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\d1\9951a354106d5e9449458e2e1fa18bb43bdc70,test_0312/.git/objects/d1/9951a354106d5e9449458e2e1fa18bb43bdc70,286,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\e9\74479f64b3d591cb4982e7a26ec4c5461333f5,test_0312/.git/objects/e9/74479f64b3d591cb4982e7a26ec4c5461333f5,437,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod\__init__.py,test_0312/.venv/Lib/site-packages/crcmod/__init__.py,194,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod\crcmod.py,test_0312/.venv/Lib/site-packages/crcmod/crcmod.py,16610,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\e9\db5098cd876bfecd5438aa0630d52d263d68e7,test_0312/.git/objects/e9/db5098cd876bfecd5438aa0630d52d263d68e7,409,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod-1.7.dist-info\RECORD,test_0312/.venv/Lib/site-packages/crcmod-1.7.dist-info/RECORD,1079,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\dc\1043af1b2fc53ed324d9204f21aa8bd41bd60e,test_0312/.git/objects/dc/1043af1b2fc53ed324d9204f21aa8bd41bd60e,442,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet-7.1.0.dist-info\RECORD,test_0312/.venv/Lib/site-packages/chardet-7.1.0.dist-info/RECORD,5074,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod-1.7.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/crcmod-1.7.dist-info/WHEEL,91,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\Crypto\__init__.py,test_0312/.venv/Lib/site-packages/Crypto/__init__.py,191,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\certifi\core.py,test_0312/.venv/Lib/site-packages/certifi/core.py,3394,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip-25.1.1.virtualenv,test_0312/.venv/Lib/site-packages/pip-25.1.1.virtualenv,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\Crypto\__init__.pyi,test_0312/.venv/Lib/site-packages/Crypto/__init__.pyi,103,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\__main__.py,test_0312/.venv/Lib/site-packages/charset_normalizer/__main__.py,115,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\py.typed,test_0312/.venv/Lib/site-packages/cryptography/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama\initialise.py,test_0312/.venv/Lib/site-packages/colorama/initialise.py,3325,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\fernet.py,test_0312/.venv/Lib/site-packages/cryptography/fernet.py,6963,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\ef\86ac6b8e6c9300b58990f94a1b3493badc847b,test_0312/.git/objects/ef/86ac6b8e6c9300b58990f94a1b3493badc847b,288,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\utils.py,test_0312/.venv/Lib/site-packages/cryptography/utils.py,4349,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\ef\9ee50f05b5a16a708ef6539f41ac08640d6e6c,test_0312/.git/objects/ef/9ee50f05b5a16a708ef6539f41ac08640d6e6c,5986,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama\win32.py,test_0312/.venv/Lib/site-packages/colorama/win32.py,6181,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\certifi\cacert.pem,test_0312/.venv/Lib/site-packages/certifi/cacert.pem,272441,SUCCESS,
E:\PythonProject\obs_sync_check\.git\refs\remotes\origin\master,test_0312/.git/refs/remotes/origin/master,41,SUCCESS,
E:\PythonProject\obs_sync_check\.git\refs\remotes\origin\HEAD,test_0312/.git/refs/remotes/origin/HEAD,32,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography-46.0.5.dist-info\METADATA,test_0312/.venv/Lib/site-packages/cryptography-46.0.5.dist-info/METADATA,5748,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama-0.4.6.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/colorama-0.4.6.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\certifi-2026.2.25.dist-info\METADATA,test_0312/.venv/Lib/site-packages/certifi-2026.2.25.dist-info/METADATA,2474,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer-3.4.6.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/charset_normalizer-3.4.6.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography-46.0.5.dist-info\RECORD,test_0312/.venv/Lib/site-packages/cryptography-46.0.5.dist-info/RECORD,16161,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography-46.0.5.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/cryptography-46.0.5.dist-info/WHEEL,95,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\colorama\__init__.py,test_0312/.venv/Lib/site-packages/colorama/__init__.py,266,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\__init__.py,test_0312/.venv/Lib/site-packages/cryptography/__init__.py,364,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\pkgconfig.py,test_0312/.venv/Lib/site-packages/cffi/pkgconfig.py,4374,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\certifi-2026.2.25.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/certifi-2026.2.25.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer-3.4.6.dist-info\METADATA,test_0312/.venv/Lib/site-packages/charset_normalizer-3.4.6.dist-info/METADATA,41354,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\version.py,test_0312/.venv/Lib/site-packages/charset_normalizer/version.py,123,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\esdk_obs_python-3.26.2.dist-info\REQUESTED,test_0312/.venv/Lib/site-packages/esdk_obs_python-3.26.2.dist-info/REQUESTED,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\lock.py,test_0312/.venv/Lib/site-packages/cffi/lock.py,747,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod-1.7.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/crcmod-1.7.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\esdk_obs_python-3.26.2.dist-info\top_level.txt,test_0312/.venv/Lib/site-packages/esdk_obs_python-3.26.2.dist-info/top_level.txt,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet-7.1.0.dist-info\REQUESTED,test_0312/.venv/Lib/site-packages/chardet-7.1.0.dist-info/REQUESTED,0,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\f5\e78128c32a7584c659cef237b7580b21fa096d,test_0312/.git/objects/f5/e78128c32a7584c659cef237b7580b21fa096d,559,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\0deeb2fec52624e647be__mypyc.cp313-win_amd64.pyd,test_0312/.venv/Lib/site-packages/0deeb2fec52624e647be__mypyc.cp313-win_amd64.pyd,179200,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Scripts\libcrypto-3.dll,test_0312/.venv/Scripts/libcrypto-3.dll,5232408,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\exceptions.py,test_0312/.venv/Lib/site-packages/cryptography/exceptions.py,1087,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\esdk_obs_python-3.26.2.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/esdk_obs_python-3.26.2.dist-info/WHEEL,91,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\codec.py,test_0312/.venv/Lib/site-packages/idna/codec.py,3438,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\_virtualenv.py,test_0312/.venv/Lib/site-packages/_virtualenv.py,4546,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\enums.py,test_0312/.venv/Lib/site-packages/chardet/enums.py,1009,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\__init__.py,test_0312/.venv/Lib/site-packages/chardet/__init__.py,4942,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\detector.py,test_0312/.venv/Lib/site-packages/chardet/detector.py,5789,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\compat.py,test_0312/.venv/Lib/site-packages/idna/compat.py,316,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography\__about__.py,test_0312/.venv/Lib/site-packages/cryptography/__about__.py,445,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\esdk_obs_python-3.26.2.dist-info\METADATA,test_0312/.venv/Lib/site-packages/esdk_obs_python-3.26.2.dist-info/METADATA,403,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\esdk_obs_python-3.26.2.dist-info\RECORD,test_0312/.venv/Lib/site-packages/esdk_obs_python-3.26.2.dist-info/RECORD,3454,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet-7.1.0.dist-info\entry_points.txt,test_0312/.venv/Lib/site-packages/chardet-7.1.0.dist-info/entry_points.txt,48,SUCCESS,
E:\PythonProject\obs_sync_check\.git\objects\e3\96e7026f63b1dfc2fdddc98dacbb588ece9fa2,test_0312/.git/objects/e3/96e7026f63b1dfc2fdddc98dacbb588ece9fa2,73620,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\__main__.py,test_0312/.venv/Lib/site-packages/chardet/__main__.py,149,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi\_embedding.h,test_0312/.venv/Lib/site-packages/cffi/_embedding.h,18786,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\esdk_obs_python-3.26.2.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/esdk_obs_python-3.26.2.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\intranges.py,test_0312/.venv/Lib/site-packages/idna/intranges.py,1898,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod\test.py,test_0312/.venv/Lib/site-packages/crcmod/test.py,18433,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\constant.py,test_0312/.venv/Lib/site-packages/charset_normalizer/constant.py,46481,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna-3.11.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/idna-3.11.dist-info/WHEEL,82,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi-2.0.0.dist-info\RECORD,test_0312/.venv/Lib/site-packages/cffi-2.0.0.dist-info/RECORD,3269,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cffi-2.0.0.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/cffi-2.0.0.dist-info/WHEEL,101,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\chardet\py.typed,test_0312/.venv/Lib/site-packages/chardet/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\core.py,test_0312/.venv/Lib/site-packages/idna/core.py,13246,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\Crypto\py.typed,test_0312/.venv/Lib/site-packages/Crypto/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna-3.11.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/idna-3.11.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\parser_block.py,test_0312/.venv/Lib/site-packages/markdown_it/parser_block.py,3939,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\main.py,test_0312/.venv/Lib/site-packages/markdown_it/main.py,12732,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\py.typed,test_0312/.venv/Lib/site-packages/idna/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\parser_core.py,test_0312/.venv/Lib/site-packages/markdown_it/parser_core.py,1016,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer-3.4.6.dist-info\RECORD,test_0312/.venv/Lib/site-packages/charset_normalizer-3.4.6.dist-info/RECORD,2874,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\port.yaml,test_0312/.venv/Lib/site-packages/markdown_it/port.yaml,2447,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\utils.py,test_0312/.venv/Lib/site-packages/markdown_it/utils.py,5687,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer\md.cp313-win_amd64.pyd,test_0312/.venv/Lib/site-packages/charset_normalizer/md.cp313-win_amd64.pyd,10752,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod-1.7.dist-info\top_level.txt,test_0312/.venv/Lib/site-packages/crcmod-1.7.dist-info/top_level.txt,7,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\__init__.py,test_0312/.venv/Lib/site-packages/markdown_it/__init__.py,114,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography-46.0.5.dist-info\REQUESTED,test_0312/.venv/Lib/site-packages/cryptography-46.0.5.dist-info/REQUESTED,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl\__init__.py,test_0312/.venv/Lib/site-packages/mdurl/__init__.py,547,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna-3.11.dist-info\METADATA,test_0312/.venv/Lib/site-packages/idna-3.11.dist-info/METADATA,8378,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\ruler.py,test_0312/.venv/Lib/site-packages/markdown_it/ruler.py,9142,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl\py.typed,test_0312/.venv/Lib/site-packages/mdurl/py.typed,26,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\__init__.py,test_0312/.venv/Lib/site-packages/idna/__init__.py,868,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\renderer.py,test_0312/.venv/Lib/site-packages/markdown_it/renderer.py,9947,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\_punycode.py,test_0312/.venv/Lib/site-packages/markdown_it/_punycode.py,2373,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl-0.1.2.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/mdurl-0.1.2.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it_py-4.0.0.dist-info\entry_points.txt,test_0312/.venv/Lib/site-packages/markdown_it_py-4.0.0.dist-info/entry_points.txt,58,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\tree.py,test_0312/.venv/Lib/site-packages/markdown_it/tree.py,11111,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\cryptography-46.0.5.dist-info\INSTALLER,test_0312/.venv/Lib/site-packages/cryptography-46.0.5.dist-info/INSTALLER,4,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl\_encode.py,test_0312/.venv/Lib/site-packages/mdurl/_encode.py,2602,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\crcmod-1.7.dist-info\METADATA,test_0312/.venv/Lib/site-packages/crcmod-1.7.dist-info/METADATA,5573,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\package_data.py,test_0312/.venv/Lib/site-packages/idna/package_data.py,21,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl\_format.py,test_0312/.venv/Lib/site-packages/mdurl/_format.py,626,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl\_url.py,test_0312/.venv/Lib/site-packages/mdurl/_url.py,284,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\mdurl\_parse.py,test_0312/.venv/Lib/site-packages/mdurl/_parse.py,11374,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\idna\idnadata.py,test_0312/.venv/Lib/site-packages/idna/idnadata.py,79623,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\parser_inline.py,test_0312/.venv/Lib/site-packages/markdown_it/parser_inline.py,5024,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\py.typed,test_0312/.venv/Lib/site-packages/markdown_it/py.typed,26,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\obs\bucket.py,test_0312/.venv/Lib/site-packages/obs/bucket.py,3723,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it_py-4.0.0.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/markdown_it_py-4.0.0.dist-info/WHEEL,82,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\obs\http.py,test_0312/.venv/Lib/site-packages/obs/http.py,16016,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\markdown_it\token.py,test_0312/.venv/Lib/site-packages/markdown_it/token.py,6381,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\charset_normalizer-3.4.6.dist-info\WHEEL,test_0312/.venv/Lib/site-packages/charset_normalizer-3.4.6.dist-info/WHEEL,101,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\obs\locks.py,test_0312/.venv/Lib/site-packages/obs/locks.py,894,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\obs\extension.py,test_0312/.venv/Lib/site-packages/obs/extension.py,6781,SUCCESS,
