local_path,obs_key,size,status,message
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\dependency_groups\_pip_wrapper.py,test_0312/.venv/Lib/site-packages/pip/_vendor/dependency_groups/_pip_wrapper.py,1865,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\direct_url.py,test_0312/.venv/Lib/site-packages/pip/_internal/models/direct_url.py,6576,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/manifest.py,14168,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/markers.py,5164,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\lazy_wheel.py,test_0312/.venv/Lib/site-packages/pip/_internal/network/lazy_wheel.py,7622,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/metadata.py,38724,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/locators.py,51026,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\database.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/database.py,51160,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\cache.py,test_0312/.venv/Lib/site-packages/pip/_internal/network/cache.py,4613,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/resources.py,10820,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\check.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/check.py,5911,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/version.py,23727,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\codec.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/codec.py,3422,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\compat.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/compat.py,316,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distro\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/distro/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\compat.py,test_0312/.venv/Lib/site-packages/pip/_internal/utils/compat.py,2399,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\__init__.py,test_0312/.venv/Lib/site-packages/pip/_internal/models/__init__.py,62,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\target_python.py,test_0312/.venv/Lib/site-packages/pip/_internal/models/target_python.py,4271,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distro\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distro/__init__.py,981,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\models\selection_prefs.py,test_0312/.venv/Lib/site-packages/pip/_internal/models/selection_prefs.py,2015,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\datetime.py,test_0312/.venv/Lib/site-packages/pip/_internal/utils/datetime.py,241,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\network\xmlrpc.py,test_0312/.venv/Lib/site-packages/pip/_internal/network/xmlrpc.py,1837,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\package_data.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/package_data.py,21,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py,test_0312/.venv/Lib/site-packages/pip/_internal/utils/appdirs.py,1705,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\core.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/core.py,13239,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/util.py,66682,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/__init__.py,625,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distro\__main__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distro/__main__.py,64,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\commands\install.py,test_0312/.venv/Lib/site-packages/pip/_internal/commands/install.py,29757,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distro\distro.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distro/distro.py,49430,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/macos.py,6154,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/intranges.py,1898,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/idnadata.py,78306,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/wheel.py,43979,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\operations\prepare.py,test_0312/.venv/Lib/site-packages/pip/_internal/operations/prepare.py,28363,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/msgpack/__init__.py,1109,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/markers.py,12049,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/_elffile.py,3286,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\t64.exe,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/t64.exe,108032,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/__init__.py,494,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py,test_0312/.venv/Lib/site-packages/pip/_vendor/msgpack/fallback.py,32390,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py,test_0312/.venv/Lib/site-packages/pip/_vendor/msgpack/ext.py,5726,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/_parser.py,10221,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/modeline.py,1005,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/plugin.py,1891,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/__main__.py,353,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/utils.py,5050,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py,test_0312/.venv/Lib/site-packages/pip/_vendor/msgpack/exceptions.py,1081,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\hashes.py,test_0312/.venv/Lib/site-packages/pip/_internal/utils/hashes.py,4972,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/lexer.py,35349,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/requirements.py,2947,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/android.py,9013,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\w64-arm.exe,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/w64-arm.exe,168448,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\t64-arm.exe,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/t64-arm.exe,182784,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/specifiers.py,40079,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/_manylinux.py,9596,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\version.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/version.py,16688,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pyproject_hooks/__init__.py,691,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pkg_resources/__init__.py,124463,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/pyproject_hooks/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/__main__.py,1505,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/api.py,9277,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/regexopt.py,3072,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/_tokenizer.py,5310,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\t32.exe,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/t32.exe,97792,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/sphinxext.py,7981,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\console.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/console.py,1718,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\urls.py,test_0312/.venv/Lib/site-packages/pip/_internal/utils/urls.py,1599,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/exceptions.py,4272,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/scanner.py,3092,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\utils\_log.py,test_0312/.venv/Lib/site-packages/pip/_internal/utils/_log.py,1015,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/formatter.py,4390,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/util.py,10031,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\token.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/token.py,6226,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\structures.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/structures.py,2912,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\certs.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/certs.py,441,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\cachecontrol\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/cachecontrol/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\models.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/models.py,35483,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/cookies.py,18590,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/adapters.py,27607,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\__pycache__\cache.cpython-313.pyc,test_0312/.venv/Lib/site-packages/pip/_internal/__pycache__/cache.cpython-313.pyc,12884,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_internal\vcs\mercurial.py,test_0312/.venv/Lib/site-packages/pip/_internal/vcs/mercurial.py,5249,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/metadata.py,34739,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/uts46data.py,239289,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py,test_0312/.venv/Lib/site-packages/pip/_vendor/cachecontrol/heuristics.py,4881,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\certifi\core.py,test_0312/.venv/Lib/site-packages/pip/_vendor/certifi/core.py,4486,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\style.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/style.py,6420,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\abc.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/abc.py,890,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,test_0312/.venv/Lib/site-packages/pip/_vendor/resolvelib/structs.py,6420,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/auth.py,10186,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/hooks.py,733,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/utils.py,33631,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/__version__.py,435,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,test_0312/.venv/Lib/site-packages/pip/_vendor/resolvelib/providers.py,8914,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py,test_0312/.venv/Lib/site-packages/pip/_vendor/resolvelib/reporters.py,2038,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/sessions.py,30495,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\box.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/box.py,10831,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\dependency_groups\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/dependency_groups/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/_internal_utils.py,1495,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\certifi\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/certifi/__init__.py,94,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/idna/__init__.py,868,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\cells.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/cells.py,5130,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/constrain.py,1288,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\control.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/control.py,6630,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\index.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/index.py,20797,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\align.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/align.py,10469,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\columns.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/columns.py,7131,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/requests/__init__.py,5057,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\resolvelib\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/resolvelib/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/resolvelib/__init__.py,541,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\color.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/color.py,18211,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/diagnose.py,998,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\_structures.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/_structures.py,1431,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/filesize.py,2484,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\layout.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/layout.py,14004,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\padding.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/padding.py,4908,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/default_styles.py,8257,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\compat.py,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/compat.py,41467,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/version.py,511,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/py.typed,0,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\panel.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/panel.py,11225,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\json.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/json.py,5031,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\measure.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/measure.py,5305,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/_musllinux.py,2694,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\markup.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/markup.py,8451,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\w64.exe,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/w64.exe,101888,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\region.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/region.py,166,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/filter.py,1910,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/emoji.py,2501,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\pager.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/pager.py,828,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\errors.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/errors.py,642,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\screen.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/screen.py,1591,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\styled.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/styled.py,1258,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\logging.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/logging.py,12458,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/segment.py,24743,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py,test_0312/.venv/Lib/site-packages/pip/_vendor/platformdirs/unix.py,10458,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\distlib\w32.exe,test_0312/.venv/Lib/site-packages/pip/_vendor/distlib/w32.exe,91648,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/file_proxy.py,1683,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/live_render.py,3666,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py,test_0312/.venv/Lib/site-packages/pip/_vendor/pygments/__init__.py,2983,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\style.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/style.py,27059,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py,test_0312/.venv/Lib/site-packages/pip/_vendor/packaging/tags.py,22745,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/pretty.py,36391,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/_cell_widths.py,10209,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\palette.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/palette.py,3396,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\repr.py,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/repr.py,4431,SUCCESS,
E:\PythonProject\obs_sync_check\.venv\Lib\site-packages\pip\_vendor\rich\py.typed,test_0312/.venv/Lib/site-packages/pip/_vendor/rich/py.typed,0,SUCCESS,
